date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2022-04-15,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-04-18,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-04-19,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-04-20,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-04-21,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-04-22,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-04-25,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-04-26,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-04-27,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-04-28,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-04-29,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-05-04,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-05-05,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-05-06,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-05-09,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-05-10,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-05-11,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-05-12,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-05-13,100,100,-100,-100,100,100,0,0,100,100,100,100,-100,100,100,-100,100,-100,100,100,-100,100,100,0,-100,100,100,100,100,0
2022-05-16,-1900,-8100,-4495,-11665,-8706,-13905,0,0,-1900,-1900,-1900,-8235,-4839,-1900,-1900,-9202,-15549,-5928,-1900,-2808,-10744,-15141,-9510,0,-10505,-1900,-9002,-8355,-1900,0
2022-05-17,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-05-18,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-05-19,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-05-20,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-05-23,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-05-24,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-05-25,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-05-26,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-05-27,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-05-30,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-05-31,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-01,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-02,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-03,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-06,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-07,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-08,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-09,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-10,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-13,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-14,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-15,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-16,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-17,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-06-20,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
