date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2020-07-10,-60,100,-100,-100,100,-100,-59,100,0,-100,100,100,-100,100,-60,100,-100,100,100,-100,-100,0,-100,100,100,100,-100,100,-100,-100
2020-07-13,0,100,-100,-100,100,-19,0,100,0,0,100,100,-21,100,0,100,-100,100,100,-100,-69,0,-100,100,100,100,-100,100,0,-100
2020-07-14,0,100,-100,-56,100,0,0,100,0,0,100,100,0,100,0,100,-100,100,100,-100,0,0,-54,100,100,100,-62,100,0,-100
2020-07-15,0,100,-13,0,100,0,0,100,0,0,100,100,0,100,0,100,-100,100,100,-100,0,0,0,100,100,100,0,100,0,-100
2020-07-16,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,-63,100,100,-40,0,0,0,100,100,100,0,100,0,-13
2020-07-17,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-07-20,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-07-21,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-07-22,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-07-23,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-07-24,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-07-27,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-07-28,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-07-29,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-07-30,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-07-31,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-03,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-04,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-05,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-06,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-07,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-10,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-11,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-12,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-13,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-14,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-17,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-18,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-19,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-20,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-21,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-24,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-25,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-26,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-27,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-28,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-08-31,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-01,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-03,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-04,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-07,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-08,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-09,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-10,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-11,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-14,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-15,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-16,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-17,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-18,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-21,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-22,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-23,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
2020-09-24,0,100,0,0,100,0,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0
